"location","target_end_date","target","output_type","output_type_id","oracle_value"
"HHS Region 6",2017-10-21,"ili perc","quantile",NA,2.02153
"HHS Region 6",2017-10-28,"ili perc","quantile",NA,2.23701
"HHS Region 6",2017-11-04,"ili perc","quantile",NA,2.94144
"HHS Region 6",2017-11-11,"ili perc","quantile",NA,3.31967
"HHS Region 6",2017-11-18,"ili perc","quantile",NA,3.92209
"HHS Region 6",2017-11-25,"ili perc","quantile",NA,4.11395
"HHS Region 6",2017-12-02,"ili perc","quantile",NA,4.61822
"HHS Region 6",2017-12-09,"ili perc","quantile",NA,5.14474
"HHS Region 6",2017-12-16,"ili perc","quantile",NA,7.99198
"HHS Region 6",2017-12-23,"ili perc","quantile",NA,11.6106
"HHS Region 6",2017-12-30,"ili perc","quantile",NA,10.4245
"HHS Region 6",2018-01-06,"ili perc","quantile",NA,11.0059
"HHS Region 6",2018-01-13,"ili perc","quantile",NA,11.5045
"HHS Region 6",2018-01-20,"ili perc","quantile",NA,11.716
"HHS Region 6",2018-01-27,"ili perc","quantile",NA,12.7142
"HHS Region 6",2018-02-03,"ili perc","quantile",NA,12.5047
"HHS Region 6",2018-02-10,"ili perc","quantile",NA,11.3711
"HHS Region 6",2018-02-17,"ili perc","quantile",NA,9.56616
"HHS Region 6",2018-02-24,"ili perc","quantile",NA,7.26319
"HHS Region 6",2018-03-03,"ili perc","quantile",NA,5.35006
"HHS Region 6",2018-03-10,"ili perc","quantile",NA,4.27347
"HHS Region 6",2018-03-17,"ili perc","quantile",NA,3.35348
"HHS Region 6",2018-03-24,"ili perc","quantile",NA,2.83427
"HHS Region 6",2018-03-31,"ili perc","quantile",NA,2.95336
"HHS Region 6",2018-04-07,"ili perc","quantile",NA,2.49509
"HHS Region 6",2018-04-14,"ili perc","quantile",NA,2.1368
"HHS Region 6",2018-04-21,"ili perc","quantile",NA,2.12286
"HHS Region 6",2018-04-28,"ili perc","quantile",NA,2.03106
"HHS Region 6",2018-05-05,"ili perc","quantile",NA,1.99385
"HHS Region 6",2018-05-12,"ili perc","quantile",NA,1.93973
"HHS Region 6",2018-05-19,"ili perc","quantile",NA,1.57129
"HHS Region 6",2018-05-26,"ili perc","quantile",NA,1.73565
"HHS Region 6",2018-06-02,"ili perc","quantile",NA,1.54774
"HHS Region 6",2018-06-09,"ili perc","quantile",NA,1.43223
"HHS Region 6",2018-06-16,"ili perc","quantile",NA,1.46605
"HHS Region 6",2018-06-23,"ili perc","quantile",NA,1.27482
"HHS Region 6",2018-10-06,"ili perc","quantile",NA,2.28816
"HHS Region 6",2018-10-13,"ili perc","quantile",NA,2.00975
"HHS Region 6",2018-10-20,"ili perc","quantile",NA,2.16075
"HHS Region 6",2018-10-27,"ili perc","quantile",NA,2.52527
"HHS Region 6",2018-11-03,"ili perc","quantile",NA,2.79139
"HHS Region 6",2018-11-10,"ili perc","quantile",NA,2.98967
"HHS Region 6",2018-11-17,"ili perc","quantile",NA,3.32955
"HHS Region 6",2018-11-24,"ili perc","quantile",NA,3.63767
"HHS Region 6",2018-12-01,"ili perc","quantile",NA,3.39675
"HHS Region 6",2018-12-08,"ili perc","quantile",NA,3.34086
"HHS Region 6",2018-12-15,"ili perc","quantile",NA,3.85029
"HHS Region 6",2018-12-22,"ili perc","quantile",NA,4.62906
"HHS Region 6",2018-12-29,"ili perc","quantile",NA,6.04089
"HHS Region 6",2019-01-05,"ili perc","quantile",NA,4.91464
"HHS Region 6",2019-01-12,"ili perc","quantile",NA,4.3825
"HHS Region 6",2019-01-19,"ili perc","quantile",NA,5.11485
"HHS Region 6",2019-01-26,"ili perc","quantile",NA,6.47652
"HHS Region 6",2019-02-02,"ili perc","quantile",NA,8.18309
"HHS Region 6",2019-02-09,"ili perc","quantile",NA,9.80542
"HHS Region 6",2019-02-16,"ili perc","quantile",NA,10.0874
"HHS Region 6",2019-02-23,"ili perc","quantile",NA,9.36971
"HHS Region 6",2019-03-02,"ili perc","quantile",NA,9.18188
"HHS Region 6",2019-03-09,"ili perc","quantile",NA,8.24588
"HHS Region 6",2019-03-16,"ili perc","quantile",NA,7.28845
"HHS Region 6",2019-03-23,"ili perc","quantile",NA,5.49784
"HHS Region 6",2019-03-30,"ili perc","quantile",NA,4.54206
"HHS Region 6",2019-04-06,"ili perc","quantile",NA,4.01324
"HHS Region 6",2019-04-13,"ili perc","quantile",NA,3.47919
"HHS Region 6",2019-04-20,"ili perc","quantile",NA,2.99308
"HHS Region 6",2019-04-27,"ili perc","quantile",NA,2.44875
"HHS Region 6",2019-05-04,"ili perc","quantile",NA,2.26677
"HHS Region 6",2019-05-11,"ili perc","quantile",NA,2.17607
"HHS Region 6",2019-05-18,"ili perc","quantile",NA,2.2615
"HHS Region 6",2019-05-25,"ili perc","quantile",NA,2.47844
"HHS Region 6",2019-06-01,"ili perc","quantile",NA,1.95267
"HHS Region 6",2019-06-08,"ili perc","quantile",NA,1.93516
"HHS Region 6",2019-06-15,"ili perc","quantile",NA,1.94918
"HHS Region 6",2019-06-22,"ili perc","quantile",NA,1.69208
"HHS Region 6",2019-10-05,"ili perc","quantile",NA,2.1699
"HHS Region 6",2019-10-12,"ili perc","quantile",NA,2.54586
"HHS Region 6",2019-10-19,"ili perc","quantile",NA,2.65452
"HHS Region 6",2019-10-26,"ili perc","quantile",NA,3.18499
"HHS Region 6",2019-11-02,"ili perc","quantile",NA,3.72909
"HHS Region 6",2019-11-09,"ili perc","quantile",NA,4.6946
"HHS Region 6",2019-11-16,"ili perc","quantile",NA,5.0121
"HHS Region 6",2019-11-23,"ili perc","quantile",NA,6.33439
"HHS Region 6",2019-11-30,"ili perc","quantile",NA,6.9234
"HHS Region 6",2019-12-07,"ili perc","quantile",NA,5.84364
"HHS Region 6",2019-12-14,"ili perc","quantile",NA,7.71245
"HHS Region 6",2019-12-21,"ili perc","quantile",NA,10.1455
"HHS Region 6",2019-12-28,"ili perc","quantile",NA,13.4791
"HHS Region 6",2020-01-04,"ili perc","quantile",NA,9.9767
"HHS Region 6",2020-01-11,"ili perc","quantile",NA,8.8427
"HHS Region 6",2020-01-18,"ili perc","quantile",NA,9.68527
"HHS Region 6",2020-01-25,"ili perc","quantile",NA,9.86534
"HHS Region 6",2020-02-01,"ili perc","quantile",NA,10.6916
"HHS Region 6",2020-02-08,"ili perc","quantile",NA,10.3457
"HHS Region 6",2020-02-15,"ili perc","quantile",NA,9.39994
"HHS Region 6",2020-02-22,"ili perc","quantile",NA,8.71195
"HHS Region 6",2020-02-29,"ili perc","quantile",NA,8.02462
"HHS Region 6",2020-03-07,"ili perc","quantile",NA,7.83313
"HHS Region 6",2020-03-14,"ili perc","quantile",NA,7.18963
"HHS Region 6",2020-03-21,"ili perc","quantile",NA,8.2559
"HHS Region 6",2020-03-28,"ili perc","quantile",NA,5.727
"HHS Region 6",2020-04-04,"ili perc","quantile",NA,4.16908
"HHS Region 6",2020-04-11,"ili perc","quantile",NA,3.15313
"HHS Region 6",2020-04-18,"ili perc","quantile",NA,2.30082
"HHS Region 6",2020-04-25,"ili perc","quantile",NA,2.16473
"HHS Region 6",2020-05-02,"ili perc","quantile",NA,1.61184
"HHS Region 6",2020-05-09,"ili perc","quantile",NA,1.37436
"HHS Region 6",2020-05-16,"ili perc","quantile",NA,1.2668
"HHS Region 6",2020-05-23,"ili perc","quantile",NA,1.19452
"HHS Region 6",2020-05-30,"ili perc","quantile",NA,1.10434
"HHS Region 6",2020-06-06,"ili perc","quantile",NA,1.26497
"HHS Region 6",2020-06-13,"ili perc","quantile",NA,1.38425
"HHS Region 6",2020-06-20,"ili perc","quantile",NA,1.35737
"HHS Region 7",2015-10-03,"ili perc","quantile",NA,1.02699
"HHS Region 7",2015-10-10,"ili perc","quantile",NA,0.873934
"HHS Region 7",2015-10-17,"ili perc","quantile",NA,0.887407
"HHS Region 7",2015-10-24,"ili perc","quantile",NA,1.12273
"HHS Region 7",2015-10-31,"ili perc","quantile",NA,0.854524
"HHS Region 7",2015-11-07,"ili perc","quantile",NA,1.15375
"HHS Region 7",2015-11-14,"ili perc","quantile",NA,1.20878
"HHS Region 7",2015-11-21,"ili perc","quantile",NA,1.05016
"HHS Region 7",2015-11-28,"ili perc","quantile",NA,1.31092
"HHS Region 7",2015-12-05,"ili perc","quantile",NA,0.95359
"HHS Region 7",2015-12-12,"ili perc","quantile",NA,0.912263
"HHS Region 7",2015-12-19,"ili perc","quantile",NA,1.19874
"HHS Region 7",2015-12-26,"ili perc","quantile",NA,1.39056
"HHS Region 7",2016-01-02,"ili perc","quantile",NA,1.55082
"HHS Region 7",2016-01-09,"ili perc","quantile",NA,1.41906
"HHS Region 7",2016-01-16,"ili perc","quantile",NA,1.1452
"HHS Region 7",2016-01-23,"ili perc","quantile",NA,1.15409
"HHS Region 7",2016-01-30,"ili perc","quantile",NA,1.175
"HHS Region 7",2016-02-06,"ili perc","quantile",NA,1.12489
"HHS Region 7",2016-02-13,"ili perc","quantile",NA,1.50883
"HHS Region 7",2016-02-20,"ili perc","quantile",NA,1.81036
"HHS Region 7",2016-02-27,"ili perc","quantile",NA,1.8449
"HHS Region 7",2016-03-05,"ili perc","quantile",NA,2.40642
"HHS Region 7",2016-03-12,"ili perc","quantile",NA,2.50362
"HHS Region 7",2016-03-19,"ili perc","quantile",NA,1.99971
"HHS Region 7",2016-03-26,"ili perc","quantile",NA,2.05839
"HHS Region 7",2016-04-02,"ili perc","quantile",NA,2.09375
"HHS Region 7",2016-04-09,"ili perc","quantile",NA,1.54483
"HHS Region 7",2016-04-16,"ili perc","quantile",NA,1.39301
"HHS Region 7",2016-04-23,"ili perc","quantile",NA,1.20827
"HHS Region 7",2016-04-30,"ili perc","quantile",NA,0.986163
"HHS Region 7",2016-05-07,"ili perc","quantile",NA,0.908619
"HHS Region 7",2016-05-14,"ili perc","quantile",NA,0.716033
"HHS Region 7",2016-05-21,"ili perc","quantile",NA,0.612041
"HHS Region 7",2016-05-28,"ili perc","quantile",NA,0.329477
"HHS Region 7",2016-06-04,"ili perc","quantile",NA,0.417161
"HHS Region 7",2016-06-11,"ili perc","quantile",NA,0.56322
"HHS Region 7",2016-06-18,"ili perc","quantile",NA,0.330014
"HHS Region 7",2016-06-25,"ili perc","quantile",NA,0.416367
"HHS Region 7",2016-10-01,"ili perc","quantile",NA,0.286907
"HHS Region 7",2016-10-08,"ili perc","quantile",NA,0.581545
"HHS Region 7",2016-10-15,"ili perc","quantile",NA,0.698669
"HHS Region 7",2016-10-22,"ili perc","quantile",NA,0.788162
"HHS Region 7",2016-10-29,"ili perc","quantile",NA,0.695834
"HHS Region 7",2016-11-05,"ili perc","quantile",NA,0.848563
"HHS Region 7",2016-11-12,"ili perc","quantile",NA,0.915289
"HHS Region 7",2016-11-19,"ili perc","quantile",NA,0.969142
"HHS Region 7",2016-11-26,"ili perc","quantile",NA,1.42912
"HHS Region 7",2016-12-03,"ili perc","quantile",NA,1.38821
"HHS Region 7",2016-12-10,"ili perc","quantile",NA,1.26835
"HHS Region 7",2016-12-17,"ili perc","quantile",NA,1.26776
"HHS Region 7",2016-12-24,"ili perc","quantile",NA,1.75768
"HHS Region 7",2016-12-31,"ili perc","quantile",NA,2.69374
"HHS Region 7",2017-01-07,"ili perc","quantile",NA,2.90667
"HHS Region 7",2017-01-14,"ili perc","quantile",NA,2.75581
"HHS Region 7",2017-01-21,"ili perc","quantile",NA,3.46528
"HHS Region 7",2017-01-28,"ili perc","quantile",NA,4.56991
"HHS Region 7",2017-02-04,"ili perc","quantile",NA,5.52653
"HHS Region 7",2017-02-11,"ili perc","quantile",NA,6.35948
"HHS Region 7",2017-02-18,"ili perc","quantile",NA,4.91892
"HHS Region 7",2017-02-25,"ili perc","quantile",NA,4.04323
"HHS Region 7",2017-03-04,"ili perc","quantile",NA,2.82773
"HHS Region 7",2017-03-11,"ili perc","quantile",NA,2.76664
"HHS Region 7",2017-03-18,"ili perc","quantile",NA,2.39066
"HHS Region 7",2017-03-25,"ili perc","quantile",NA,2.04061
"HHS Region 7",2017-04-01,"ili perc","quantile",NA,1.69023
"HHS Region 7",2017-04-08,"ili perc","quantile",NA,1.36816
"HHS Region 7",2017-04-15,"ili perc","quantile",NA,0.98451
"HHS Region 7",2017-04-22,"ili perc","quantile",NA,0.861815
"HHS Region 7",2017-04-29,"ili perc","quantile",NA,0.773989
"HHS Region 7",2017-05-06,"ili perc","quantile",NA,0.776231
"HHS Region 7",2017-05-13,"ili perc","quantile",NA,0.46227
"HHS Region 7",2017-05-20,"ili perc","quantile",NA,0.334566
"HHS Region 7",2017-05-27,"ili perc","quantile",NA,0.177725
"HHS Region 7",2017-06-03,"ili perc","quantile",NA,0.24397
"HHS Region 7",2017-06-10,"ili perc","quantile",NA,0.248484
"HHS Region 7",2017-06-17,"ili perc","quantile",NA,0.224739
"HHS Region 7",2017-06-24,"ili perc","quantile",NA,0.130633
"HHS Region 7",2017-10-07,"ili perc","quantile",NA,0.625799
"HHS Region 7",2017-10-14,"ili perc","quantile",NA,0.700961
"HHS Region 7",2017-10-21,"ili perc","quantile",NA,0.832588
"HHS Region 7",2017-10-28,"ili perc","quantile",NA,0.943455
"HHS Region 7",2017-11-04,"ili perc","quantile",NA,1.16063
"HHS Region 7",2017-11-11,"ili perc","quantile",NA,1.25174
"HHS Region 7",2017-11-18,"ili perc","quantile",NA,1.40765
"HHS Region 7",2017-11-25,"ili perc","quantile",NA,1.72814
"HHS Region 7",2017-12-02,"ili perc","quantile",NA,1.47504
"HHS Region 7",2017-12-09,"ili perc","quantile",NA,2.05556
"HHS Region 7",2017-12-16,"ili perc","quantile",NA,2.75837
"HHS Region 7",2017-12-23,"ili perc","quantile",NA,4.32304
"HHS Region 7",2017-12-30,"ili perc","quantile",NA,7.25157
"HHS Region 7",2018-01-06,"ili perc","quantile",NA,7.62744
"HHS Region 7",2018-01-13,"ili perc","quantile",NA,6.72613
"HHS Region 7",2018-01-20,"ili perc","quantile",NA,8.3421
"HHS Region 7",2018-01-27,"ili perc","quantile",NA,8.86645
"HHS Region 7",2018-02-03,"ili perc","quantile",NA,8.80663
"HHS Region 7",2018-02-10,"ili perc","quantile",NA,8.74478
"HHS Region 7",2018-02-17,"ili perc","quantile",NA,7.79645
"HHS Region 7",2018-02-24,"ili perc","quantile",NA,5.61847
"HHS Region 7",2018-03-03,"ili perc","quantile",NA,4.01667
"HHS Region 7",2018-03-10,"ili perc","quantile",NA,3.59271
"HHS Region 7",2018-03-17,"ili perc","quantile",NA,2.49904
"HHS Region 7",2018-03-24,"ili perc","quantile",NA,2.73415
"HHS Region 7",2018-03-31,"ili perc","quantile",NA,1.97997
"HHS Region 7",2018-04-07,"ili perc","quantile",NA,1.79228
"HHS Region 7",2018-04-14,"ili perc","quantile",NA,1.37129
"HHS Region 7",2018-04-21,"ili perc","quantile",NA,0.913228
"HHS Region 7",2018-04-28,"ili perc","quantile",NA,1.03655
"HHS Region 7",2018-05-05,"ili perc","quantile",NA,0.491063
"HHS Region 7",2018-05-12,"ili perc","quantile",NA,0.551931
"HHS Region 7",2018-05-19,"ili perc","quantile",NA,0.655329
"HHS Region 7",2018-05-26,"ili perc","quantile",NA,0.638371
"HHS Region 7",2018-06-02,"ili perc","quantile",NA,0.587193
"HHS Region 7",2018-06-09,"ili perc","quantile",NA,0.42843
"HHS Region 7",2018-06-16,"ili perc","quantile",NA,0.401472
"HHS Region 7",2018-06-23,"ili perc","quantile",NA,0.248701
"HHS Region 7",2018-10-06,"ili perc","quantile",NA,0.809146
"HHS Region 7",2018-10-13,"ili perc","quantile",NA,0.883625
"HHS Region 7",2018-10-20,"ili perc","quantile",NA,0.864705
"HHS Region 7",2018-10-27,"ili perc","quantile",NA,1.08692
"HHS Region 7",2018-11-03,"ili perc","quantile",NA,1.29658
"HHS Region 7",2018-11-10,"ili perc","quantile",NA,1.26966
"HHS Region 7",2018-11-17,"ili perc","quantile",NA,0.963909
"HHS Region 7",2018-11-24,"ili perc","quantile",NA,1.40643
"HHS Region 7",2018-12-01,"ili perc","quantile",NA,1.37924
"HHS Region 7",2018-12-08,"ili perc","quantile",NA,1.42108
"HHS Region 7",2018-12-15,"ili perc","quantile",NA,2.01181
"HHS Region 7",2018-12-22,"ili perc","quantile",NA,2.38016
"HHS Region 7",2018-12-29,"ili perc","quantile",NA,4.34515
"HHS Region 7",2019-01-05,"ili perc","quantile",NA,3.22125
"HHS Region 7",2019-01-12,"ili perc","quantile",NA,2.54642
"HHS Region 7",2019-01-19,"ili perc","quantile",NA,3.18698
"HHS Region 7",2019-01-26,"ili perc","quantile",NA,3.25411
"HHS Region 7",2019-02-02,"ili perc","quantile",NA,4.03294
"HHS Region 7",2019-02-09,"ili perc","quantile",NA,4.03202
"HHS Region 7",2019-02-16,"ili perc","quantile",NA,4.41464
"HHS Region 7",2019-02-23,"ili perc","quantile",NA,5.26389
"HHS Region 7",2019-03-02,"ili perc","quantile",NA,4.85796
"HHS Region 7",2019-03-09,"ili perc","quantile",NA,5.11223
"HHS Region 7",2019-03-16,"ili perc","quantile",NA,5.70521
"HHS Region 7",2019-03-23,"ili perc","quantile",NA,4.81968
"HHS Region 7",2019-03-30,"ili perc","quantile",NA,3.85073
"HHS Region 7",2019-04-06,"ili perc","quantile",NA,2.3228
"HHS Region 7",2019-04-13,"ili perc","quantile",NA,1.93862
"HHS Region 7",2019-04-20,"ili perc","quantile",NA,1.1756
"HHS Region 7",2019-04-27,"ili perc","quantile",NA,1.01702
"HHS Region 7",2019-05-04,"ili perc","quantile",NA,0.888855
"HHS Region 7",2019-05-11,"ili perc","quantile",NA,0.769659
"HHS Region 7",2019-05-18,"ili perc","quantile",NA,0.753822
"HHS Region 7",2019-05-25,"ili perc","quantile",NA,0.759364
"HHS Region 7",2019-06-01,"ili perc","quantile",NA,0.573009
"HHS Region 7",2019-06-08,"ili perc","quantile",NA,0.54722
"HHS Region 7",2019-06-15,"ili perc","quantile",NA,0.399118
"HHS Region 7",2019-06-22,"ili perc","quantile",NA,0.365894
"HHS Region 7",2019-10-05,"ili perc","quantile",NA,0.795417
"HHS Region 7",2019-10-12,"ili perc","quantile",NA,0.841062
"HHS Region 7",2019-10-19,"ili perc","quantile",NA,1.01154
"HHS Region 7",2019-10-26,"ili perc","quantile",NA,1.11924
"HHS Region 7",2019-11-02,"ili perc","quantile",NA,1.22561
"HHS Region 7",2019-11-09,"ili perc","quantile",NA,1.21619
"HHS Region 7",2019-11-16,"ili perc","quantile",NA,1.6625
"HHS Region 7",2019-11-23,"ili perc","quantile",NA,1.50983
"HHS Region 7",2019-11-30,"ili perc","quantile",NA,1.72343
"HHS Region 7",2019-12-07,"ili perc","quantile",NA,1.84867
"HHS Region 7",2019-12-14,"ili perc","quantile",NA,2.18788
"HHS Region 7",2019-12-21,"ili perc","quantile",NA,2.84278
"HHS Region 7",2019-12-28,"ili perc","quantile",NA,5.61966
"HHS Region 7",2020-01-04,"ili perc","quantile",NA,4.81526
"HHS Region 7",2020-01-11,"ili perc","quantile",NA,3.57077
"HHS Region 7",2020-01-18,"ili perc","quantile",NA,5.2512
"HHS Region 7",2020-01-25,"ili perc","quantile",NA,6.07977
"HHS Region 7",2020-02-01,"ili perc","quantile",NA,6.87522
"HHS Region 7",2020-02-08,"ili perc","quantile",NA,7.25331
"HHS Region 7",2020-02-15,"ili perc","quantile",NA,6.36516
"HHS Region 7",2020-02-22,"ili perc","quantile",NA,5.90277
"HHS Region 7",2020-02-29,"ili perc","quantile",NA,6.73512
"HHS Region 7",2020-03-07,"ili perc","quantile",NA,6.99512
"HHS Region 7",2020-03-14,"ili perc","quantile",NA,6.46503
"HHS Region 7",2020-03-21,"ili perc","quantile",NA,5.8964
"HHS Region 7",2020-03-28,"ili perc","quantile",NA,3.68978
"HHS Region 7",2020-04-04,"ili perc","quantile",NA,1.95099
"HHS Region 7",2020-04-11,"ili perc","quantile",NA,1.36285
"HHS Region 7",2020-04-18,"ili perc","quantile",NA,0.989049
"HHS Region 7",2020-04-25,"ili perc","quantile",NA,0.793711
"HHS Region 7",2020-05-02,"ili perc","quantile",NA,0.97026
"HHS Region 7",2020-05-09,"ili perc","quantile",NA,0.499214
"HHS Region 7",2020-05-16,"ili perc","quantile",NA,0.510171
"HHS Region 7",2020-05-23,"ili perc","quantile",NA,0.361431
"HHS Region 7",2020-05-30,"ili perc","quantile",NA,0.43683
"HHS Region 7",2020-06-06,"ili perc","quantile",NA,0.407678
"HHS Region 7",2020-06-13,"ili perc","quantile",NA,0.393919
"HHS Region 7",2020-06-20,"ili perc","quantile",NA,0.645448
"HHS Region 8",2015-10-03,"ili perc","quantile",NA,0.497322
"HHS Region 8",2015-10-10,"ili perc","quantile",NA,0.655949
"HHS Region 8",2015-10-17,"ili perc","quantile",NA,0.672674
"HHS Region 8",2015-10-24,"ili perc","quantile",NA,0.688796
"HHS Region 8",2015-10-31,"ili perc","quantile",NA,0.612608
"HHS Region 8",2015-11-07,"ili perc","quantile",NA,0.721433
"HHS Region 8",2015-11-14,"ili perc","quantile",NA,0.744407
"HHS Region 8",2015-11-21,"ili perc","quantile",NA,0.776688
"HHS Region 8",2015-11-28,"ili perc","quantile",NA,0.997922
"HHS Region 8",2015-12-05,"ili perc","quantile",NA,0.725679
"HHS Region 8",2015-12-12,"ili perc","quantile",NA,0.891982
"HHS Region 8",2015-12-19,"ili perc","quantile",NA,0.895779
"HHS Region 8",2015-12-26,"ili perc","quantile",NA,1.15229
"HHS Region 8",2016-01-02,"ili perc","quantile",NA,1.51137
"HHS Region 8",2016-01-09,"ili perc","quantile",NA,1.11457
"HHS Region 8",2016-01-16,"ili perc","quantile",NA,1.1948
"HHS Region 8",2016-01-23,"ili perc","quantile",NA,1.223
"HHS Region 8",2016-01-30,"ili perc","quantile",NA,1.27726
"HHS Region 8",2016-02-06,"ili perc","quantile",NA,1.56575
"HHS Region 8",2016-02-13,"ili perc","quantile",NA,1.82146
"HHS Region 8",2016-02-20,"ili perc","quantile",NA,2.14436
"HHS Region 8",2016-02-27,"ili perc","quantile",NA,2.17828
"HHS Region 8",2016-03-05,"ili perc","quantile",NA,2.02175
"HHS Region 8",2016-03-12,"ili perc","quantile",NA,2.13339
"HHS Region 8",2016-03-19,"ili perc","quantile",NA,2.15504
"HHS Region 8",2016-03-26,"ili perc","quantile",NA,1.8562
"HHS Region 8",2016-04-02,"ili perc","quantile",NA,1.75798
"HHS Region 8",2016-04-09,"ili perc","quantile",NA,1.65344
"HHS Region 8",2016-04-16,"ili perc","quantile",NA,1.2916
"HHS Region 8",2016-04-23,"ili perc","quantile",NA,1.15185
"HHS Region 8",2016-04-30,"ili perc","quantile",NA,0.981154
"HHS Region 8",2016-05-07,"ili perc","quantile",NA,0.972121
"HHS Region 8",2016-05-14,"ili perc","quantile",NA,0.81885
"HHS Region 8",2016-05-21,"ili perc","quantile",NA,0.742951
"HHS Region 8",2016-05-28,"ili perc","quantile",NA,0.752343
"HHS Region 8",2016-06-04,"ili perc","quantile",NA,0.743748
"HHS Region 8",2016-06-11,"ili perc","quantile",NA,1.23227
"HHS Region 8",2016-06-18,"ili perc","quantile",NA,0.540505
"HHS Region 8",2016-06-25,"ili perc","quantile",NA,0.532427
"HHS Region 8",2016-10-01,"ili perc","quantile",NA,0.53557
"HHS Region 8",2016-10-08,"ili perc","quantile",NA,0.774194
"HHS Region 8",2016-10-15,"ili perc","quantile",NA,0.911369
"HHS Region 8",2016-10-22,"ili perc","quantile",NA,0.932187
"HHS Region 8",2016-10-29,"ili perc","quantile",NA,0.831756
"HHS Region 8",2016-11-05,"ili perc","quantile",NA,0.506598
"HHS Region 8",2016-11-12,"ili perc","quantile",NA,0.746812
"HHS Region 8",2016-11-19,"ili perc","quantile",NA,0.903441
"HHS Region 8",2016-11-26,"ili perc","quantile",NA,0.789941
"HHS Region 8",2016-12-03,"ili perc","quantile",NA,1.26452
"HHS Region 8",2016-12-10,"ili perc","quantile",NA,1.14543
"HHS Region 8",2016-12-17,"ili perc","quantile",NA,1.29789
"HHS Region 8",2016-12-24,"ili perc","quantile",NA,2.08367
"HHS Region 8",2016-12-31,"ili perc","quantile",NA,1.45518
"HHS Region 8",2017-01-07,"ili perc","quantile",NA,2.25941
"HHS Region 8",2017-01-14,"ili perc","quantile",NA,1.90875
"HHS Region 8",2017-01-21,"ili perc","quantile",NA,2.26704
"HHS Region 8",2017-01-28,"ili perc","quantile",NA,2.07121
"HHS Region 8",2017-02-04,"ili perc","quantile",NA,2.2766
"HHS Region 8",2017-02-11,"ili perc","quantile",NA,2.2916
"HHS Region 8",2017-02-18,"ili perc","quantile",NA,2.7273
"HHS Region 8",2017-02-25,"ili perc","quantile",NA,1.62693
"HHS Region 8",2017-03-04,"ili perc","quantile",NA,1.45812
"HHS Region 8",2017-03-11,"ili perc","quantile",NA,1.44113
"HHS Region 8",2017-03-18,"ili perc","quantile",NA,1.13178
"HHS Region 8",2017-03-25,"ili perc","quantile",NA,1.34761
"HHS Region 8",2017-04-01,"ili perc","quantile",NA,1.13447
"HHS Region 8",2017-04-08,"ili perc","quantile",NA,1.1059
"HHS Region 8",2017-04-15,"ili perc","quantile",NA,0.862128
"HHS Region 8",2017-04-22,"ili perc","quantile",NA,0.85736
"HHS Region 8",2017-04-29,"ili perc","quantile",NA,0.977174
"HHS Region 8",2017-05-06,"ili perc","quantile",NA,1.02785
"HHS Region 8",2017-05-13,"ili perc","quantile",NA,0.581237
"HHS Region 8",2017-05-20,"ili perc","quantile",NA,0.768417
"HHS Region 8",2017-05-27,"ili perc","quantile",NA,0.905583
"HHS Region 8",2017-06-03,"ili perc","quantile",NA,0.497772
"HHS Region 8",2017-06-10,"ili perc","quantile",NA,0.383955
"HHS Region 8",2017-06-17,"ili perc","quantile",NA,0.242956
"HHS Region 8",2017-06-24,"ili perc","quantile",NA,0.484418
"HHS Region 8",2017-10-07,"ili perc","quantile",NA,0.473542
"HHS Region 8",2017-10-14,"ili perc","quantile",NA,0.559737
"HHS Region 8",2017-10-21,"ili perc","quantile",NA,0.56036
"HHS Region 8",2017-10-28,"ili perc","quantile",NA,0.697744
"HHS Region 8",2017-11-04,"ili perc","quantile",NA,0.696275
"HHS Region 8",2017-11-11,"ili perc","quantile",NA,0.772473
"HHS Region 8",2017-11-18,"ili perc","quantile",NA,0.842594
"HHS Region 8",2017-11-25,"ili perc","quantile",NA,0.935706
"HHS Region 8",2017-12-02,"ili perc","quantile",NA,0.949127
"HHS Region 8",2017-12-09,"ili perc","quantile",NA,1.13022
"HHS Region 8",2017-12-16,"ili perc","quantile",NA,1.32612
"HHS Region 8",2017-12-23,"ili perc","quantile",NA,1.9372
"HHS Region 8",2017-12-30,"ili perc","quantile",NA,2.42647
"HHS Region 8",2018-01-06,"ili perc","quantile",NA,2.55265
"HHS Region 8",2018-01-13,"ili perc","quantile",NA,2.62074
"HHS Region 8",2018-01-20,"ili perc","quantile",NA,2.77008
"HHS Region 8",2018-01-27,"ili perc","quantile",NA,2.8277
"HHS Region 8",2018-02-03,"ili perc","quantile",NA,3.25283
"HHS Region 8",2018-02-10,"ili perc","quantile",NA,3.1848
"HHS Region 8",2018-02-17,"ili perc","quantile",NA,3.0288
"HHS Region 8",2018-02-24,"ili perc","quantile",NA,2.94303
"HHS Region 8",2018-03-03,"ili perc","quantile",NA,2.1665
"HHS Region 8",2018-03-10,"ili perc","quantile",NA,1.89677
"HHS Region 8",2018-03-17,"ili perc","quantile",NA,1.61106
"HHS Region 8",2018-03-24,"ili perc","quantile",NA,1.2732
"HHS Region 8",2018-03-31,"ili perc","quantile",NA,1.08734
"HHS Region 8",2018-04-07,"ili perc","quantile",NA,1.12682
"HHS Region 8",2018-04-14,"ili perc","quantile",NA,0.844485
"HHS Region 8",2018-04-21,"ili perc","quantile",NA,0.690114
