"location","target_end_date","target","observation","as_of"
"HHS Region 5",2019-02-23,"ili perc",2.91847,2019-05-04
"HHS Region 5",2019-03-02,"ili perc",3.03621,2019-05-04
"HHS Region 5",2019-03-09,"ili perc",3.30428,2019-05-04
"HHS Region 5",2019-03-16,"ili perc",3.56636,2019-05-04
"HHS Region 5",2019-03-23,"ili perc",3.17488,2019-05-04
"HHS Region 5",2019-03-30,"ili perc",2.53399,2019-05-04
"HHS Region 5",2019-04-06,"ili perc",2.18079,2019-05-04
"HHS Region 5",2019-04-13,"ili perc",1.82808,2019-05-04
"HHS Region 5",2019-04-20,"ili perc",1.60571,2019-05-04
"HHS Region 5",2019-04-27,"ili perc",1.20212,2019-05-04
"HHS Region 5",2019-05-04,"ili perc",1.17295,2019-05-04
"HHS Region 6",2018-08-04,"ili perc",0.982752,2019-05-04
"HHS Region 6",2018-08-11,"ili perc",1.19503,2019-05-04
"HHS Region 6",2018-08-18,"ili perc",0.995902,2019-05-04
"HHS Region 6",2018-08-25,"ili perc",1.31735,2019-05-04
"HHS Region 6",2018-09-01,"ili perc",1.26283,2019-05-04
"HHS Region 6",2018-09-08,"ili perc",1.78633,2019-05-04
"HHS Region 6",2018-09-15,"ili perc",1.8517,2019-05-04
"HHS Region 6",2018-09-22,"ili perc",1.78941,2019-05-04
"HHS Region 6",2018-09-29,"ili perc",2.05765,2019-05-04
"HHS Region 6",2018-10-06,"ili perc",2.28816,2019-05-04
"HHS Region 6",2018-10-13,"ili perc",2.00975,2019-05-04
"HHS Region 6",2018-10-20,"ili perc",2.16384,2019-05-04
"HHS Region 6",2018-10-27,"ili perc",2.52895,2019-05-04
"HHS Region 6",2018-11-03,"ili perc",2.79538,2019-05-04
"HHS Region 6",2018-11-10,"ili perc",2.9936,2019-05-04
"HHS Region 6",2018-11-17,"ili perc",3.33391,2019-05-04
"HHS Region 6",2018-11-24,"ili perc",3.64278,2019-05-04
"HHS Region 6",2018-12-01,"ili perc",3.40178,2019-05-04
"HHS Region 6",2018-12-08,"ili perc",3.34483,2019-05-04
"HHS Region 6",2018-12-15,"ili perc",3.85448,2019-05-04
"HHS Region 6",2018-12-22,"ili perc",4.63318,2019-05-04
"HHS Region 6",2018-12-29,"ili perc",6.04621,2019-05-04
"HHS Region 6",2019-01-05,"ili perc",4.9187,2019-05-04
"HHS Region 6",2019-01-12,"ili perc",4.38547,2019-05-04
"HHS Region 6",2019-01-19,"ili perc",5.11811,2019-05-04
"HHS Region 6",2019-01-26,"ili perc",6.48147,2019-05-04
"HHS Region 6",2019-02-02,"ili perc",8.186,2019-05-04
"HHS Region 6",2019-02-09,"ili perc",9.87713,2019-05-04
"HHS Region 6",2019-02-16,"ili perc",10.1688,2019-05-04
"HHS Region 6",2019-02-23,"ili perc",9.49987,2019-05-04
"HHS Region 6",2019-03-02,"ili perc",9.236,2019-05-04
"HHS Region 6",2019-03-09,"ili perc",8.2465,2019-05-04
"HHS Region 6",2019-03-16,"ili perc",7.25409,2019-05-04
"HHS Region 6",2019-03-23,"ili perc",5.51555,2019-05-04
"HHS Region 6",2019-03-30,"ili perc",4.5554,2019-05-04
"HHS Region 6",2019-04-06,"ili perc",4.01073,2019-05-04
"HHS Region 6",2019-04-13,"ili perc",3.47758,2019-05-04
"HHS Region 6",2019-04-20,"ili perc",3.00206,2019-05-04
"HHS Region 6",2019-04-27,"ili perc",2.49243,2019-05-04
"HHS Region 6",2019-05-04,"ili perc",2.32131,2019-05-04
"HHS Region 7",2018-08-04,"ili perc",0.155556,2019-05-04
"HHS Region 7",2018-08-11,"ili perc",0.277188,2019-05-04
"HHS Region 7",2018-08-18,"ili perc",0.248476,2019-05-04
"HHS Region 7",2018-08-25,"ili perc",0.371052,2019-05-04
"HHS Region 7",2018-09-01,"ili perc",0.456272,2019-05-04
"HHS Region 7",2018-09-08,"ili perc",0.701872,2019-05-04
"HHS Region 7",2018-09-15,"ili perc",0.549544,2019-05-04
"HHS Region 7",2018-09-22,"ili perc",0.521293,2019-05-04
"HHS Region 7",2018-09-29,"ili perc",0.455528,2019-05-04
"HHS Region 7",2018-10-06,"ili perc",0.809146,2019-05-04
"HHS Region 7",2018-10-13,"ili perc",0.883625,2019-05-04
"HHS Region 7",2018-10-20,"ili perc",0.864705,2019-05-04
"HHS Region 7",2018-10-27,"ili perc",1.08692,2019-05-04
"HHS Region 7",2018-11-03,"ili perc",1.29658,2019-05-04
"HHS Region 7",2018-11-10,"ili perc",1.26966,2019-05-04
"HHS Region 7",2018-11-17,"ili perc",0.963909,2019-05-04
"HHS Region 7",2018-11-24,"ili perc",1.40643,2019-05-04
"HHS Region 7",2018-12-01,"ili perc",1.37924,2019-05-04
"HHS Region 7",2018-12-08,"ili perc",1.42108,2019-05-04
"HHS Region 7",2018-12-15,"ili perc",2.01181,2019-05-04
"HHS Region 7",2018-12-22,"ili perc",2.38016,2019-05-04
"HHS Region 7",2018-12-29,"ili perc",4.34515,2019-05-04
"HHS Region 7",2019-01-05,"ili perc",3.22125,2019-05-04
"HHS Region 7",2019-01-12,"ili perc",2.54642,2019-05-04
"HHS Region 7",2019-01-19,"ili perc",3.1857,2019-05-04
"HHS Region 7",2019-01-26,"ili perc",3.23978,2019-05-04
"HHS Region 7",2019-02-02,"ili perc",4.02435,2019-05-04
"HHS Region 7",2019-02-09,"ili perc",4.02305,2019-05-04
"HHS Region 7",2019-02-16,"ili perc",4.41341,2019-05-04
"HHS Region 7",2019-02-23,"ili perc",5.25468,2019-05-04
"HHS Region 7",2019-03-02,"ili perc",4.84364,2019-05-04
"HHS Region 7",2019-03-09,"ili perc",5.10403,2019-05-04
"HHS Region 7",2019-03-16,"ili perc",5.71011,2019-05-04
"HHS Region 7",2019-03-23,"ili perc",4.82128,2019-05-04
"HHS Region 7",2019-03-30,"ili perc",3.87128,2019-05-04
"HHS Region 7",2019-04-06,"ili perc",2.3348,2019-05-04
"HHS Region 7",2019-04-13,"ili perc",1.95688,2019-05-04
"HHS Region 7",2019-04-20,"ili perc",1.17928,2019-05-04
"HHS Region 7",2019-04-27,"ili perc",1.02878,2019-05-04
"HHS Region 7",2019-05-04,"ili perc",1.00083,2019-05-04
"HHS Region 8",2018-08-04,"ili perc",0.197282,2019-05-04
"HHS Region 8",2018-08-11,"ili perc",0.250558,2019-05-04
"HHS Region 8",2018-08-18,"ili perc",0.255081,2019-05-04
"HHS Region 8",2018-08-25,"ili perc",0.321643,2019-05-04
"HHS Region 8",2018-09-01,"ili perc",0.34631,2019-05-04
"HHS Region 8",2018-09-08,"ili perc",0.527411,2019-05-04
"HHS Region 8",2018-09-15,"ili perc",0.388545,2019-05-04
"HHS Region 8",2018-09-22,"ili perc",0.638062,2019-05-04
"HHS Region 8",2018-09-29,"ili perc",0.568779,2019-05-04
"HHS Region 8",2018-10-06,"ili perc",1.53406,2019-05-04
"HHS Region 8",2018-10-13,"ili perc",1.59296,2019-05-04
"HHS Region 8",2018-10-20,"ili perc",1.7847,2019-05-04
"HHS Region 8",2018-10-27,"ili perc",1.72335,2019-05-04
"HHS Region 8",2018-11-03,"ili perc",1.84374,2019-05-04
"HHS Region 8",2018-11-10,"ili perc",2.03272,2019-05-04
"HHS Region 8",2018-11-17,"ili perc",2.17481,2019-05-04
"HHS Region 8",2018-11-24,"ili perc",2.37747,2019-05-04
"HHS Region 8",2018-12-01,"ili perc",2.51482,2019-05-04
"HHS Region 8",2018-12-08,"ili perc",2.68954,2019-05-04
"HHS Region 8",2018-12-15,"ili perc",3.26893,2019-05-04
"HHS Region 8",2018-12-22,"ili perc",3.92155,2019-05-04
"HHS Region 8",2018-12-29,"ili perc",5.37988,2019-05-04
"HHS Region 8",2019-01-05,"ili perc",4.5528,2019-05-04
"HHS Region 8",2019-01-12,"ili perc",3.83922,2019-05-04
"HHS Region 8",2019-01-19,"ili perc",3.67664,2019-05-04
"HHS Region 8",2019-01-26,"ili perc",3.88763,2019-05-04
"HHS Region 8",2019-02-02,"ili perc",4.57775,2019-05-04
"HHS Region 8",2019-02-09,"ili perc",4.96749,2019-05-04
"HHS Region 8",2019-02-16,"ili perc",5.56349,2019-05-04
"HHS Region 8",2019-02-23,"ili perc",5.86631,2019-05-04
"HHS Region 8",2019-03-02,"ili perc",5.58335,2019-05-04
"HHS Region 8",2019-03-09,"ili perc",5.69172,2019-05-04
"HHS Region 8",2019-03-16,"ili perc",4.99913,2019-05-04
"HHS Region 8",2019-03-23,"ili perc",3.89435,2019-05-04
"HHS Region 8",2019-03-30,"ili perc",3.11083,2019-05-04
"HHS Region 8",2019-04-06,"ili perc",2.98637,2019-05-04
"HHS Region 8",2019-04-13,"ili perc",2.35212,2019-05-04
"HHS Region 8",2019-04-20,"ili perc",2.34625,2019-05-04
"HHS Region 8",2019-04-27,"ili perc",2.05034,2019-05-04
"HHS Region 8",2019-05-04,"ili perc",2.1985,2019-05-04
"HHS Region 9",2018-08-04,"ili perc",0.939892,2019-05-04
"HHS Region 9",2018-08-11,"ili perc",1.00877,2019-05-04
"HHS Region 9",2018-08-18,"ili perc",0.995341,2019-05-04
"HHS Region 9",2018-08-25,"ili perc",1.00818,2019-05-04
"HHS Region 9",2018-09-01,"ili perc",1.14666,2019-05-04
"HHS Region 9",2018-09-08,"ili perc",1.409,2019-05-04
"HHS Region 9",2018-09-15,"ili perc",1.57658,2019-05-04
"HHS Region 9",2018-09-22,"ili perc",1.39619,2019-05-04
"HHS Region 9",2018-09-29,"ili perc",1.39459,2019-05-04
"HHS Region 9",2018-10-06,"ili perc",1.45424,2019-05-04
"HHS Region 9",2018-10-13,"ili perc",1.29363,2019-05-04
"HHS Region 9",2018-10-20,"ili perc",1.43489,2019-05-04
"HHS Region 9",2018-10-27,"ili perc",1.53618,2019-05-04
"HHS Region 9",2018-11-03,"ili perc",1.71996,2019-05-04
"HHS Region 9",2018-11-10,"ili perc",1.78591,2019-05-04
"HHS Region 9",2018-11-17,"ili perc",1.99088,2019-05-04
"HHS Region 9",2018-11-24,"ili perc",2.10108,2019-05-04
"HHS Region 9",2018-12-01,"ili perc",2.2941,2019-05-04
"HHS Region 9",2018-12-08,"ili perc",2.43778,2019-05-04
"HHS Region 9",2018-12-15,"ili perc",2.7632,2019-05-04
"HHS Region 9",2018-12-22,"ili perc",3.04273,2019-05-04
"HHS Region 9",2018-12-29,"ili perc",3.33737,2019-05-04
"HHS Region 9",2019-01-05,"ili perc",3.32136,2019-05-04
"HHS Region 9",2019-01-12,"ili perc",3.2484,2019-05-04
"HHS Region 9",2019-01-19,"ili perc",2.94016,2019-05-04
"HHS Region 9",2019-01-26,"ili perc",2.91451,2019-05-04
"HHS Region 9",2019-02-02,"ili perc",3.27233,2019-05-04
"HHS Region 9",2019-02-09,"ili perc",3.27438,2019-05-04
"HHS Region 9",2019-02-16,"ili perc",3.66244,2019-05-04
"HHS Region 9",2019-02-23,"ili perc",3.55284,2019-05-04
"HHS Region 9",2019-03-02,"ili perc",3.65847,2019-05-04
"HHS Region 9",2019-03-09,"ili perc",3.56942,2019-05-04
"HHS Region 9",2019-03-16,"ili perc",3.37495,2019-05-04
"HHS Region 9",2019-03-23,"ili perc",3.47931,2019-05-04
"HHS Region 9",2019-03-30,"ili perc",2.98519,2019-05-04
"HHS Region 9",2019-04-06,"ili perc",2.91977,2019-05-04
"HHS Region 9",2019-04-13,"ili perc",2.57036,2019-05-04
"HHS Region 9",2019-04-20,"ili perc",2.3096,2019-05-04
"HHS Region 9",2019-04-27,"ili perc",2.03401,2019-05-04
"HHS Region 9",2019-05-04,"ili perc",1.72063,2019-05-04
"HHS Region 10",2018-08-04,"ili perc",0.237159,2019-05-04
"HHS Region 10",2018-08-11,"ili perc",0.33245,2019-05-04
"HHS Region 10",2018-08-18,"ili perc",0.293927,2019-05-04
"HHS Region 10",2018-08-25,"ili perc",0.237899,2019-05-04
"HHS Region 10",2018-09-01,"ili perc",0.392777,2019-05-04
"HHS Region 10",2018-09-08,"ili perc",0.470784,2019-05-04
"HHS Region 10",2018-09-15,"ili perc",0.46169,2019-05-04
"HHS Region 10",2018-09-22,"ili perc",0.55536,2019-05-04
"HHS Region 10",2018-09-29,"ili perc",0.510904,2019-05-04
"HHS Region 10",2018-10-06,"ili perc",0.578762,2019-05-04
"HHS Region 10",2018-10-13,"ili perc",0.662063,2019-05-04
"HHS Region 10",2018-10-20,"ili perc",0.55549,2019-05-04
"HHS Region 10",2018-10-27,"ili perc",0.601457,2019-05-04
"HHS Region 10",2018-11-03,"ili perc",0.653545,2019-05-04
"HHS Region 10",2018-11-10,"ili perc",0.729821,2019-05-04
"HHS Region 10",2018-11-17,"ili perc",0.895721,2019-05-04
"HHS Region 10",2018-11-24,"ili perc",1.01564,2019-05-04
"HHS Region 10",2018-12-01,"ili perc",0.911587,2019-05-04
"HHS Region 10",2018-12-08,"ili perc",0.915972,2019-05-04
"HHS Region 10",2018-12-15,"ili perc",1.0552,2019-05-04
"HHS Region 10",2018-12-22,"ili perc",1.19609,2019-05-04
"HHS Region 10",2018-12-29,"ili perc",1.64264,2019-05-04
"HHS Region 10",2019-01-05,"ili perc",1.68617,2019-05-04
"HHS Region 10",2019-01-12,"ili perc",1.5756,2019-05-04
"HHS Region 10",2019-01-19,"ili perc",1.77233,2019-05-04
"HHS Region 10",2019-01-26,"ili perc",2.18975,2019-05-04
"HHS Region 10",2019-02-02,"ili perc",2.54886,2019-05-04
"HHS Region 10",2019-02-09,"ili perc",3.03255,2019-05-04
"HHS Region 10",2019-02-16,"ili perc",3.49716,2019-05-04
"HHS Region 10",2019-02-23,"ili perc",3.15417,2019-05-04
"HHS Region 10",2019-03-02,"ili perc",3.00456,2019-05-04
"HHS Region 10",2019-03-09,"ili perc",3.52803,2019-05-04
"HHS Region 10",2019-03-16,"ili perc",4.31547,2019-05-04
"HHS Region 10",2019-03-23,"ili perc",3.75154,2019-05-04
"HHS Region 10",2019-03-30,"ili perc",2.41312,2019-05-04
"HHS Region 10",2019-04-06,"ili perc",1.62471,2019-05-04
"HHS Region 10",2019-04-13,"ili perc",1.04497,2019-05-04
"HHS Region 10",2019-04-20,"ili perc",0.997241,2019-05-04
"HHS Region 10",2019-04-27,"ili perc",0.93992,2019-05-04
"HHS Region 10",2019-05-04,"ili perc",0.878827,2019-05-04
"US National",2019-08-03,"ili perc",0.730131,2019-10-12
"US National",2019-08-10,"ili perc",0.763184,2019-10-12
"US National",2019-08-17,"ili perc",0.736318,2019-10-12
"US National",2019-08-24,"ili perc",0.849997,2019-10-12
"US National",2019-08-31,"ili perc",0.995321,2019-10-12
"US National",2019-09-07,"ili perc",1.13172,2019-10-12
"US National",2019-09-14,"ili perc",1.20409,2019-10-12
"US National",2019-09-21,"ili perc",1.22189,2019-10-12
"US National",2019-09-28,"ili perc",1.31486,2019-10-12
"US National",2019-10-05,"ili perc",1.45131,2019-10-12
"US National",2019-10-12,"ili perc",1.5386,2019-10-12
"HHS Region 1",2019-08-03,"ili perc",0.356161,2019-10-12
"HHS Region 1",2019-08-10,"ili perc",0.404319,2019-10-12
"HHS Region 1",2019-08-17,"ili perc",0.351867,2019-10-12
"HHS Region 1",2019-08-24,"ili perc",0.534937,2019-10-12
"HHS Region 1",2019-08-31,"ili perc",0.429772,2019-10-12
"HHS Region 1",2019-09-07,"ili perc",0.502205,2019-10-12
"HHS Region 1",2019-09-14,"ili perc",0.500579,2019-10-12
"HHS Region 1",2019-09-21,"ili perc",0.58086,2019-10-12
"HHS Region 1",2019-09-28,"ili perc",0.738175,2019-10-12
"HHS Region 1",2019-10-05,"ili perc",0.886085,2019-10-12
"HHS Region 1",2019-10-12,"ili perc",1.03435,2019-10-12
"HHS Region 2",2019-08-03,"ili perc",1.30084,2019-10-12
"HHS Region 2",2019-08-10,"ili perc",1.35354,2019-10-12
"HHS Region 2",2019-08-17,"ili perc",1.24566,2019-10-12
"HHS Region 2",2019-08-24,"ili perc",1.40501,2019-10-12
"HHS Region 2",2019-08-31,"ili perc",1.33241,2019-10-12
"HHS Region 2",2019-09-07,"ili perc",1.32943,2019-10-12
"HHS Region 2",2019-09-14,"ili perc",1.72402,2019-10-12
"HHS Region 2",2019-09-21,"ili perc",1.75486,2019-10-12
"HHS Region 2",2019-09-28,"ili perc",1.85892,2019-10-12
"HHS Region 2",2019-10-05,"ili perc",1.83545,2019-10-12
"HHS Region 2",2019-10-12,"ili perc",1.88297,2019-10-12
"HHS Region 3",2019-08-03,"ili perc",0.486716,2019-10-12
"HHS Region 3",2019-08-10,"ili perc",0.461385,2019-10-12
"HHS Region 3",2019-08-17,"ili perc",0.486512,2019-10-12
"HHS Region 3",2019-08-24,"ili perc",0.517061,2019-10-12
"HHS Region 3",2019-08-31,"ili perc",0.539185,2019-10-12
"HHS Region 3",2019-09-07,"ili perc",0.641705,2019-10-12
"HHS Region 3",2019-09-14,"ili perc",0.783524,2019-10-12
"HHS Region 3",2019-09-21,"ili perc",0.878713,2019-10-12
"HHS Region 3",2019-09-28,"ili perc",0.981952,2019-10-12
"HHS Region 3",2019-10-05,"ili perc",1.18689,2019-10-12
"HHS Region 3",2019-10-12,"ili perc",1.32911,2019-10-12
"HHS Region 4",2019-08-03,"ili perc",0.607853,2019-10-12
"HHS Region 4",2019-08-10,"ili perc",0.596077,2019-10-12
"HHS Region 4",2019-08-17,"ili perc",0.706105,2019-10-12
"HHS Region 4",2019-08-24,"ili perc",0.887707,2019-10-12
"HHS Region 4",2019-08-31,"ili perc",1.03792,2019-10-12
"HHS Region 4",2019-09-07,"ili perc",1.3066,2019-10-12
"HHS Region 4",2019-09-14,"ili perc",1.22772,2019-10-12
"HHS Region 4",2019-09-21,"ili perc",1.24678,2019-10-12
"HHS Region 4",2019-09-28,"ili perc",1.29693,2019-10-12
"HHS Region 4",2019-10-05,"ili perc",1.50237,2019-10-12
"HHS Region 4",2019-10-12,"ili perc",1.40331,2019-10-12
"HHS Region 5",2019-08-03,"ili perc",0.555753,2019-10-12
"HHS Region 5",2019-08-10,"ili perc",0.557836,2019-10-12
"HHS Region 5",2019-08-17,"ili perc",0.552403,2019-10-12
"HHS Region 5",2019-08-24,"ili perc",0.503687,2019-10-12
"HHS Region 5",2019-08-31,"ili perc",0.60047,2019-10-12
"HHS Region 5",2019-09-07,"ili perc",0.817203,2019-10-12
"HHS Region 5",2019-09-14,"ili perc",0.947141,2019-10-12
"HHS Region 5",2019-09-21,"ili perc",1.0045,2019-10-12
"HHS Region 5",2019-09-28,"ili perc",1.01037,2019-10-12
"HHS Region 5",2019-10-05,"ili perc",1.14539,2019-10-12
"HHS Region 5",2019-10-12,"ili perc",1.01287,2019-10-12
"HHS Region 6",2019-08-03,"ili perc",1.20033,2019-10-12
"HHS Region 6",2019-08-10,"ili perc",1.07901,2019-10-12
"HHS Region 6",2019-08-17,"ili perc",0.938072,2019-10-12
"HHS Region 6",2019-08-24,"ili perc",1.29701,2019-10-12
"HHS Region 6",2019-08-31,"ili perc",1.80114,2019-10-12
"HHS Region 6",2019-09-07,"ili perc",1.86675,2019-10-12
"HHS Region 6",2019-09-14,"ili perc",1.98981,2019-10-12
"HHS Region 6",2019-09-21,"ili perc",1.83456,2019-10-12
"HHS Region 6",2019-09-28,"ili perc",2.00634,2019-10-12
"HHS Region 6",2019-10-05,"ili perc",2.13794,2019-10-12
"HHS Region 6",2019-10-12,"ili perc",2.55553,2019-10-12
"HHS Region 7",2019-08-03,"ili perc",0.291007,2019-10-12
"HHS Region 7",2019-08-10,"ili perc",0.312979,2019-10-12
"HHS Region 7",2019-08-17,"ili perc",0.273889,2019-10-12
"HHS Region 7",2019-08-24,"ili perc",0.401812,2019-10-12
"HHS Region 7",2019-08-31,"ili perc",0.520838,2019-10-12
"HHS Region 7",2019-09-07,"ili perc",0.629462,2019-10-12
"HHS Region 7",2019-09-14,"ili perc",0.727508,2019-10-12
"HHS Region 7",2019-09-21,"ili perc",0.655105,2019-10-12
"HHS Region 7",2019-09-28,"ili perc",1.0433,2019-10-12
"HHS Region 7",2019-10-05,"ili perc",0.94156,2019-10-12
"HHS Region 7",2019-10-12,"ili perc",1.54052,2019-10-12
"HHS Region 8",2019-08-03,"ili perc",0.831885,2019-10-12
"HHS Region 8",2019-08-10,"ili perc",0.848904,2019-10-12
"HHS Region 8",2019-08-17,"ili perc",0.907802,2019-10-12
"HHS Region 8",2019-08-24,"ili perc",1.05097,2019-10-12
"HHS Region 8",2019-08-31,"ili perc",1.37515,2019-10-12
"HHS Region 8",2019-09-07,"ili perc",1.58295,2019-10-12
"HHS Region 8",2019-09-14,"ili perc",1.65047,2019-10-12
"HHS Region 8",2019-09-21,"ili perc",1.63811,2019-10-12
"HHS Region 8",2019-09-28,"ili perc",1.63081,2019-10-12
"HHS Region 8",2019-10-05,"ili perc",1.79134,2019-10-12
"HHS Region 8",2019-10-12,"ili perc",1.77549,2019-10-12
"HHS Region 9",2019-08-03,"ili perc",0.789617,2019-10-12
"HHS Region 9",2019-08-10,"ili perc",1.07672,2019-10-12
"HHS Region 9",2019-08-17,"ili perc",0.965935,2019-10-12
"HHS Region 9",2019-08-24,"ili perc",0.935691,2019-10-12
"HHS Region 9",2019-08-31,"ili perc",1.13983,2019-10-12
"HHS Region 9",2019-09-07,"ili perc",1.22113,2019-10-12
"HHS Region 9",2019-09-14,"ili perc",1.15787,2019-10-12
"HHS Region 9",2019-09-21,"ili perc",1.26984,2019-10-12
"HHS Region 9",2019-09-28,"ili perc",1.29791,2019-10-12
"HHS Region 9",2019-10-05,"ili perc",1.44149,2019-10-12
"HHS Region 9",2019-10-12,"ili perc",1.54483,2019-10-12
"HHS Region 10",2019-08-03,"ili perc",0.29988,2019-10-12
"HHS Region 10",2019-08-10,"ili perc",0.289678,2019-10-12
"HHS Region 10",2019-08-17,"ili perc",0.226204,2019-10-12
"HHS Region 10",2019-08-24,"ili perc",0.382112,2019-10-12
"HHS Region 10",2019-08-31,"ili perc",0.307925,2019-10-12
"HHS Region 10",2019-09-07,"ili perc",0.366015,2019-10-12
"HHS Region 10",2019-09-14,"ili perc",0.434871,2019-10-12
"HHS Region 10",2019-09-21,"ili perc",0.325311,2019-10-12
"HHS Region 10",2019-09-28,"ili perc",0.617736,2019-10-12
"HHS Region 10",2019-10-05,"ili perc",0.852813,2019-10-12
"HHS Region 10",2019-10-12,"ili perc",1.06525,2019-10-12
"US National",2019-08-03,"ili perc",0.730131,2019-10-19
"US National",2019-08-10,"ili perc",0.763169,2019-10-19
"US National",2019-08-17,"ili perc",0.736235,2019-10-19
"US National",2019-08-24,"ili perc",0.849148,2019-10-19
"US National",2019-08-31,"ili perc",0.994352,2019-10-19
"US National",2019-09-07,"ili perc",1.1309,2019-10-19
"US National",2019-09-14,"ili perc",1.21,2019-10-19
"US National",2019-09-21,"ili perc",1.23216,2019-10-19
"US National",2019-09-28,"ili perc",1.32035,2019-10-19
"US National",2019-10-05,"ili perc",1.48513,2019-10-19
"US National",2019-10-12,"ili perc",1.58968,2019-10-19
"US National",2019-10-19,"ili perc",1.7495,2019-10-19
"HHS Region 1",2019-08-03,"ili perc",0.356161,2019-10-19
"HHS Region 1",2019-08-10,"ili perc",0.404319,2019-10-19
"HHS Region 1",2019-08-17,"ili perc",0.351867,2019-10-19
"HHS Region 1",2019-08-24,"ili perc",0.534937,2019-10-19
"HHS Region 1",2019-08-31,"ili perc",0.429772,2019-10-19
"HHS Region 1",2019-09-07,"ili perc",0.502205,2019-10-19
"HHS Region 1",2019-09-14,"ili perc",0.500579,2019-10-19
"HHS Region 1",2019-09-21,"ili perc",0.58086,2019-10-19
"HHS Region 1",2019-09-28,"ili perc",0.738175,2019-10-19
"HHS Region 1",2019-10-05,"ili perc",0.885351,2019-10-19
"HHS Region 1",2019-10-12,"ili perc",1.01494,2019-10-19
"HHS Region 1",2019-10-19,"ili perc",1.12639,2019-10-19
"HHS Region 2",2019-08-03,"ili perc",1.30084,2019-10-19
"HHS Region 2",2019-08-10,"ili perc",1.35354,2019-10-19
"HHS Region 2",2019-08-17,"ili perc",1.24566,2019-10-19
"HHS Region 2",2019-08-24,"ili perc",1.39651,2019-10-19
"HHS Region 2",2019-08-31,"ili perc",1.32212,2019-10-19
"HHS Region 2",2019-09-07,"ili perc",1.32048,2019-10-19
"HHS Region 2",2019-09-14,"ili perc",1.71172,2019-10-19
"HHS Region 2",2019-09-21,"ili perc",1.73899,2019-10-19
"HHS Region 2",2019-09-28,"ili perc",1.84479,2019-10-19
"HHS Region 2",2019-10-05,"ili perc",2.14209,2019-10-19
"HHS Region 2",2019-10-12,"ili perc",2.128,2019-10-19
"HHS Region 2",2019-10-19,"ili perc",2.74695,2019-10-19
"HHS Region 3",2019-08-03,"ili perc",0.486716,2019-10-19
"HHS Region 3",2019-08-10,"ili perc",0.461385,2019-10-19
"HHS Region 3",2019-08-17,"ili perc",0.486512,2019-10-19
"HHS Region 3",2019-08-24,"ili perc",0.517061,2019-10-19
"HHS Region 3",2019-08-31,"ili perc",0.539185,2019-10-19
"HHS Region 3",2019-09-07,"ili perc",0.641705,2019-10-19
"HHS Region 3",2019-09-14,"ili perc",0.783524,2019-10-19
"HHS Region 3",2019-09-21,"ili perc",0.878713,2019-10-19
"HHS Region 3",2019-09-28,"ili perc",0.981627,2019-10-19
"HHS Region 3",2019-10-05,"ili perc",1.19103,2019-10-19
"HHS Region 3",2019-10-12,"ili perc",1.31986,2019-10-19
"HHS Region 3",2019-10-19,"ili perc",1.41362,2019-10-19
"HHS Region 4",2019-08-03,"ili perc",0.607853,2019-10-19
"HHS Region 4",2019-08-10,"ili perc",0.596077,2019-10-19
"HHS Region 4",2019-08-17,"ili perc",0.706105,2019-10-19
"HHS Region 4",2019-08-24,"ili perc",0.887707,2019-10-19
"HHS Region 4",2019-08-31,"ili perc",1.03792,2019-10-19
"HHS Region 4",2019-09-07,"ili perc",1.3066,2019-10-19
"HHS Region 4",2019-09-14,"ili perc",1.22772,2019-10-19
"HHS Region 4",2019-09-21,"ili perc",1.24678,2019-10-19
"HHS Region 4",2019-09-28,"ili perc",1.29443,2019-10-19
"HHS Region 4",2019-10-05,"ili perc",1.5201,2019-10-19
"HHS Region 4",2019-10-12,"ili perc",1.48287,2019-10-19
"HHS Region 4",2019-10-19,"ili perc",1.5296,2019-10-19
"HHS Region 5",2019-08-03,"ili perc",0.555753,2019-10-19
"HHS Region 5",2019-08-10,"ili perc",0.557836,2019-10-19
"HHS Region 5",2019-08-17,"ili perc",0.552133,2019-10-19
"HHS Region 5",2019-08-24,"ili perc",0.503687,2019-10-19
"HHS Region 5",2019-08-31,"ili perc",0.60047,2019-10-19
"HHS Region 5",2019-09-07,"ili perc",0.817203,2019-10-19
"HHS Region 5",2019-09-14,"ili perc",0.990395,2019-10-19
"HHS Region 5",2019-09-21,"ili perc",1.07275,2019-10-19
"HHS Region 5",2019-09-28,"ili perc",1.02766,2019-10-19
"HHS Region 5",2019-10-05,"ili perc",1.05091,2019-10-19
"HHS Region 5",2019-10-12,"ili perc",1.16107,2019-10-19
"HHS Region 5",2019-10-19,"ili perc",1.11048,2019-10-19
"HHS Region 6",2019-08-03,"ili perc",1.20033,2019-10-19
"HHS Region 6",2019-08-10,"ili perc",1.07901,2019-10-19
"HHS Region 6",2019-08-17,"ili perc",0.938072,2019-10-19
"HHS Region 6",2019-08-24,"ili perc",1.29701,2019-10-19
"HHS Region 6",2019-08-31,"ili perc",1.80114,2019-10-19
"HHS Region 6",2019-09-07,"ili perc",1.86675,2019-10-19
"HHS Region 6",2019-09-14,"ili perc",1.98981,2019-10-19
"HHS Region 6",2019-09-21,"ili perc",1.83456,2019-10-19
"HHS Region 6",2019-09-28,"ili perc",2.03657,2019-10-19
"HHS Region 6",2019-10-05,"ili perc",2.26669,2019-10-19
